City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,happy valley-goose bay,53.3168,-60.3315,296.32,56,75,3.09,CA,1718296143
287,saldanha,-33.0117,17.9442,290.18,82,4,4.3,ZA,1718296143
288,akureyri,65.6835,-18.0878,292.11,37,0,2.57,IS,1718296144
289,saint-denis,48.9167,2.3333,294.58,40,0,6.17,FR,1718296144
290,deqen,29.9618,90.7188,285.72,68,66,1.83,CN,1718296145
291,antsiranana,-12.2787,49.2917,297.29,80,57,1.29,MG,1718296146
292,scottburgh,-30.2867,30.7532,291.55,77,74,1.33,ZA,1718296147
293,caleta de carquin,-11.0925,-77.6267,293.07,74,53,4.45,PE,1718296147
294,ribadavia,42.288,-8.1436,295.24,51,99,3.32,ES,1718296148
295,cromwell,41.5951,-72.6454,303.21,49,0,3.09,US,1718296149
296,lamesa,32.7376,-101.951,304.0,51,0,4.65,US,1718295942
297,edeia,-17.3383,-49.9314,303.88,26,0,4.5,BR,1718296150
298,potosi,-19.5836,-65.7531,287.63,21,53,4.12,BO,1718296152
299,bayganin,48.6947,55.8742,302.1,36,100,4.1,KZ,1718296152
300,kapa'a,22.0752,-159.319,297.33,83,40,5.14,US,1718296065
301,pontes e lacerda,-15.2261,-59.3353,307.8,21,52,4.77,BR,1718296101
302,waitara,-38.925,174.25,288.42,86,100,7.86,NZ,1718296154
303,pagar alam,-4.0167,103.2667,294.44,98,100,0.72,ID,1718296056
304,ghat,24.9647,10.1728,313.74,6,0,6.19,LY,1718296156
305,beni saf,35.301,-1.3823,301.31,56,15,5.19,DZ,1718296156
306,khandyga,62.6667,135.6,283.68,92,93,1.58,RU,1718296157
307,papao,-17.75,-149.55,296.97,83,49,8.2,PF,1718296158
308,al jawf,29.5,38.75,309.95,8,0,3.62,SA,1718296158
309,santiago,-33.4569,-70.6483,284.84,75,100,5.66,CL,1718296034
310,gizo,-8.103,156.8419,300.81,81,76,5.95,SB,1718296159
311,pachino,36.7186,15.0907,297.84,66,68,2.42,IT,1718296160
312,illizi,26.4833,8.4667,318.04,5,6,8.86,DZ,1718296160
313,quebo,11.3333,-14.9333,306.44,48,99,5.25,GW,1718296161
314,bridgewater,44.3835,-64.5155,297.65,67,18,8.23,CA,1718296161
315,tobruk,32.0836,23.9764,303.44,40,1,3.4,LY,1718296162
316,sola,-13.8833,167.55,299.04,80,74,6.48,VU,1718296162
317,pingliang,35.5392,106.6861,293.0,54,98,2.87,CN,1718296162
318,heroica guaymas,27.9333,-110.9,301.8,79,75,5.14,MX,1718296163
319,cidade velha,14.9167,-23.6167,301.41,54,20,10.29,CV,1718296163
320,likiep,9.8251,169.3107,301.24,79,100,9.36,MH,1718296164
321,port augusta,-32.5,137.7667,288.88,54,95,4.95,AU,1718296164
322,lazaro cardenas,17.9583,-102.2,303.39,57,100,1.46,MX,1718296086
323,shihezi,44.3,86.0333,292.93,80,100,3.98,CN,1718296165
324,takoradi,4.8845,-1.7554,300.6,76,51,5.63,GH,1718296166
325,magistral'nyy,56.1725,107.4458,286.69,83,69,1.17,RU,1718296166
326,kushiro,42.975,144.3747,287.68,94,75,2.06,JP,1718296166
327,dalbandin,28.8947,64.4101,309.47,9,1,3.48,PK,1718296167
328,macka,40.8186,39.6136,297.79,75,0,1.05,TR,1718296167
329,alice springs,-23.7,133.8833,282.9,81,0,3.09,AU,1718296168
330,mata-utu,-13.2816,-176.1745,300.91,80,7,3.65,WF,1718296168
331,kasongo-lunda,-6.4667,16.8167,305.96,31,56,1.38,CD,1718296169
332,kas,36.2018,29.6377,309.18,34,0,3.75,TR,1718296170
333,sungai raya,0.7,108.9,298.81,89,99,1.38,ID,1718296170
334,leua,48.2156,18.6071,290.93,73,98,1.61,SK,1718296171
335,cromer,52.9312,1.2989,289.34,75,100,5.16,GB,1718296172
336,sosnovo-ozerskoye,52.5249,111.5418,282.05,89,96,1.11,RU,1718296172
337,isangel,-19.55,169.2667,295.04,75,1,3.28,VU,1718296173
338,chulym,55.0997,80.9572,291.55,82,9,2.0,RU,1718296173
339,kaa-khem,51.6833,94.7333,293.93,33,30,2.82,RU,1718296174
340,oyem,1.5995,11.5793,298.65,85,98,0.76,GA,1718296174
341,ishigaki,24.3448,124.1572,301.22,100,40,5.14,JP,1718296175
342,mokhsogollokh,61.4681,128.9203,283.83,86,39,1.26,RU,1718296175
343,aquin,18.2833,-73.4,302.19,71,69,3.84,HT,1718296176
344,prado,-17.3411,-39.2208,299.55,70,28,4.4,BR,1718296177
345,basavana bagevadi,16.5833,75.9667,298.54,74,31,8.54,IN,1718296178
346,andergrove,-21.0833,149.1833,284.62,65,0,3.19,AU,1718296179
347,saint-francois,46.4154,3.9054,294.49,45,0,2.57,FR,1718296179
348,kota belud,6.351,116.4305,298.7,85,71,2.35,MY,1718296180
349,preili,56.2944,26.7246,290.41,60,52,3.87,LV,1718296181
350,shelburne,44.0787,-80.2041,298.57,86,100,6.47,CA,1718296182
351,brak,27.5496,14.2714,315.97,6,0,4.26,LY,1718296183
352,mbeni,-11.5014,43.3775,296.08,68,37,5.46,KM,1718296183
353,la plata,-34.9215,-57.9545,295.18,54,100,8.03,AR,1718296098
354,maua,-23.6678,-46.4614,302.04,77,0,4.44,BR,1718295975
355,lompoc,34.6391,-120.4579,291.87,86,100,0.89,US,1718296185
356,sedalia,38.7045,-93.2283,302.1,61,0,6.17,US,1718295783
357,majene,-3.5403,118.9707,297.91,88,99,1.82,ID,1718296186
358,tsiombe,-25.3,45.4833,293.63,90,12,3.63,MG,1718296187
359,taunggyi,20.7833,97.0333,292.87,95,86,2.42,MM,1718296188
360,ust-nera,64.5667,143.2,283.77,85,100,1.66,RU,1718296188
361,ludza,56.55,27.7167,291.67,47,56,1.67,LV,1718296189
362,valparaiso,-33.0393,-71.6273,288.15,89,100,10.29,CL,1718296034
363,remire-montjoly,4.9167,-52.2667,304.17,70,20,6.69,GF,1718296190
364,anna regina,7.2644,-58.5077,301.5,72,53,3.14,GY,1718296191
365,carbonear,47.7332,-53.2148,293.01,78,41,9.07,CA,1718296191
366,san fernando de apure,7.8878,-67.4724,300.69,84,100,2.82,VE,1718296192
367,la mira,18.035,-102.3266,303.61,53,99,2.34,MX,1718296192
368,siwana,25.6333,72.4167,307.36,34,0,6.49,IN,1718296193
369,pantai remis,4.4557,100.6288,302.16,82,83,3.37,MY,1718296193
370,eilat,29.5581,34.9482,316.06,9,0,6.17,IL,1718296194
371,fortuna,40.5982,-124.1573,285.34,95,100,3.09,US,1718296194
372,wynyard,-41.0,145.7167,280.14,82,94,3.42,AU,1718296195
373,caburan,5.9181,125.6411,297.45,83,98,2.93,PH,1718296195
374,ancud,-41.8697,-73.8203,284.79,89,100,5.41,CL,1718296196
375,antofagasta,-23.65,-70.4,292.75,76,69,2.92,CL,1718295977
376,anak,38.5108,125.4942,292.5,78,2,1.22,KP,1718296197
377,ntoum,0.3833,9.7833,300.7,74,94,3.46,GA,1718296197
378,trashi yangtse,27.6116,91.498,292.14,99,93,0.39,BT,1718296198
379,lensk,60.7253,114.9278,289.2,59,9,1.42,RU,1718296198
380,tutoia,-2.7619,-42.2744,304.22,55,17,4.92,BR,1718296198
381,vryburg,-26.9566,24.7284,289.52,29,0,1.39,ZA,1718295967
382,kenai,60.5544,-151.2583,284.27,68,100,3.6,US,1718296200
383,christchurch,-43.5333,172.6333,282.54,90,100,1.79,NZ,1718296025
384,mahibadhoo,3.7833,72.9667,302.13,77,100,5.41,MV,1718296201
385,bam,29.106,58.357,306.72,14,65,7.4,IR,1718296202
386,taltal,-25.4,-70.4833,290.15,63,41,1.1,CL,1718296203
387,ar ruways,24.1103,52.7306,306.11,52,4,2.77,AE,1718296204
388,ketchikan,55.3422,-131.6461,284.45,71,100,2.06,US,1718296205
389,mugia,43.1041,-9.2179,290.88,98,100,8.38,ES,1718296206
390,maxixe,-23.8597,35.3472,294.05,73,40,1.54,MZ,1718296206
391,colchani,-20.3,-66.9333,281.21,39,23,8.02,BO,1718296207
392,saynshand,44.8824,110.1163,291.19,40,24,5.03,MN,1718296207
393,dali,25.7,100.1833,291.2,94,57,2.29,CN,1718296208
394,dakhla,23.6848,-15.958,296.16,64,4,12.86,EH,1718295970
395,holmes chapel,53.2014,-2.3574,285.77,80,40,3.6,GB,1718296209
396,awjilah,29.1081,21.2869,314.13,8,0,4.21,LY,1718296209
397,santana,-0.0583,-51.1817,304.25,70,40,6.17,BR,1718296210
398,lewis center,40.1984,-83.0102,301.29,52,75,4.63,US,1718296210
399,utrik,11.2278,169.8474,301.27,74,97,8.28,MH,1718296211
400,nefta,33.8731,7.8777,309.29,21,95,5.48,TN,1718296211
401,ostrow wielkopolski,51.655,17.8069,285.24,91,88,2.86,PL,1718296212
402,polyarnyy,69.1989,33.4478,280.9,73,25,6.14,RU,1718296123
403,turpan,42.9333,89.1667,306.25,26,70,2.59,CN,1718296212
404,guarapari,-20.6667,-40.4975,299.05,65,0,7.99,BR,1718296214
405,sedona,34.8697,-111.761,305.32,13,0,0.45,US,1718296214
406,alaghsas,17.0187,8.0168,316.09,10,20,0.51,NE,1718296215
407,hobyo,5.3505,48.5268,299.63,79,74,11.07,SO,1718296215
408,baiti,13.745,-14.7482,312.77,20,25,3.1,SN,1718296216
409,ezhva,61.8128,50.7283,298.03,73,0,2.0,RU,1718296216
410,iguape,-24.7081,-47.5553,300.62,42,1,0.77,BR,1718296217
411,fonte boa,-2.4959,-66.2662,300.34,87,49,2.64,BR,1718296217
412,argo,37.6333,22.7333,304.7,21,100,1.26,GR,1718296218
413,baiyin,36.5583,104.2081,291.98,51,81,5.38,CN,1718296219
414,sima,53.9202,102.0442,285.76,84,46,0.28,RU,1718296219
415,chemax,20.65,-87.9333,306.26,58,100,2.71,MX,1718296220
416,rio grande,-32.035,-52.0986,299.23,69,100,4.91,BR,1718296220
417,aur,8.1499,171.1687,300.88,80,100,8.75,MH,1718296221
418,hammerfest,70.6634,23.6821,282.4,76,75,5.66,NO,1718295952
419,cullowhee,35.3137,-83.1765,301.66,64,0,0.0,US,1718296085
420,parkes,-33.1333,148.1833,280.57,81,100,1.08,AU,1718296222
421,severo-yeniseyskiy,60.3725,93.0408,289.03,63,73,0.45,RU,1718296223
422,bakanas,44.8081,76.2772,295.05,37,71,2.5,KZ,1718296223
423,puerto carreno,6.189,-67.4859,301.14,83,40,3.09,CO,1718296224
424,kuusamo,65.9667,29.1833,289.17,55,75,3.6,FI,1718296165
425,uliastay,47.7417,96.8444,286.14,55,94,2.11,MN,1718296225
426,porbandar,21.6422,69.6093,303.17,76,0,5.54,IN,1718295993
427,dawson creek,55.7666,-120.2362,286.95,38,40,5.66,CA,1718296226
428,avra valley,32.4379,-111.3154,310.72,9,80,3.12,US,1718296226
429,tahara,34.6667,137.2667,296.12,50,0,0.37,JP,1718296227
430,cannonvale,-20.2833,148.7,292.81,76,0,4.08,AU,1718296227
431,fang,19.9169,99.2145,295.88,98,99,0.99,TH,1718296227
432,gore,-46.1028,168.9436,279.45,99,100,1.01,NZ,1718296228
433,arauquita,7.0292,-71.4281,302.32,70,67,2.15,CO,1718296228
434,tapes,-30.6733,-51.3958,296.82,64,100,4.6,BR,1718296229
435,kayangel,8.0823,134.7173,301.42,78,100,3.14,PW,1718296229
436,piton saint-leu,-21.2196,55.3151,296.21,61,94,3.09,RE,1718296230
437,uto,32.6833,130.6667,295.67,85,100,1.24,JP,1718296230
438,dives-sur-mer,49.2818,-0.1013,291.7,72,100,6.53,FR,1718296231
439,fomboni,-12.28,43.7425,299.25,67,19,6.86,KM,1718296231
440,newman,37.3138,-121.0208,296.62,62,0,1.34,US,1718296231
441,raposa,-6.5167,-44.1833,305.89,29,100,4.1,BR,1718296232
442,labytnangi,66.6572,66.4183,291.69,63,98,2.67,RU,1718296232
443,las veredas,23.1388,-109.7075,301.46,66,0,7.2,MX,1718296233
444,bou ismail,36.6426,2.6901,298.97,59,0,4.88,DZ,1718296233
445,copala,16.65,-98.9833,299.65,83,99,5.01,MX,1718296234
446,urziceni,44.7167,26.6333,306.61,37,42,2.14,RO,1718296234
447,zaozersk,69.4005,32.4476,278.48,83,99,4.8,RU,1718296235
448,san luis de la loma,17.2706,-100.8939,303.79,62,95,2.87,MX,1718296235
449,touros,-5.1989,-35.4608,302.24,65,71,6.11,BR,1718296236
450,fort st. john,56.2499,-120.8529,284.09,87,75,4.63,CA,1718296222
451,kerman,30.2832,57.0788,301.07,23,40,2.06,IR,1718296237
452,new london,41.4834,-72.0662,303.07,65,0,2.68,US,1718296237
453,lethem,3.3803,-59.7968,302.3,73,100,2.58,GY,1718296238
454,floro,61.5996,5.0328,285.19,58,40,2.57,NO,1718296238
455,fisterra,42.9049,-9.2629,290.79,97,100,7.48,ES,1718296239
456,nabire,-3.3667,135.4833,297.11,93,97,1.71,ID,1718296239
457,malango,-2.9627,119.9001,292.97,99,100,0.47,ID,1718296240
458,caconda,-13.7333,15.0667,290.84,22,0,1.54,AO,1718296240
459,carutapera,-1.195,-46.02,302.14,71,37,4.47,BR,1718296241
460,nadi,-17.8,177.4167,293.15,88,20,1.03,FJ,1718296241
461,opuwo,-18.0607,13.84,292.61,19,0,4.3,NA,1718296242
462,shangmei,27.7428,111.2956,298.97,87,14,0.72,CN,1718296242
463,robore,-18.3333,-59.75,304.2,48,63,9.26,BO,1718296243
464,urucui,-7.2294,-44.5561,308.04,28,77,4.91,BR,1718296243
465,whitehaven,54.549,-3.5841,285.18,82,100,4.92,GB,1718296244
466,antalaha,-14.9003,50.2788,295.81,90,9,3.43,MG,1718296245
467,barranca,-10.75,-77.7667,292.84,72,70,3.97,PE,1718296095
468,nguigmi,14.2495,13.1092,308.09,34,0,5.54,NE,1718296246
469,eau claire,44.8114,-91.4985,296.58,77,0,3.13,US,1718296246
470,dhidhdhoo,6.8833,73.1,302.15,77,100,6.05,MV,1718295972
471,vila velha,-20.3297,-40.2925,300.12,61,75,3.6,BR,1718296192
472,bom jesus,-9.0744,-44.3586,308.8,28,26,4.49,BR,1718296248
473,mersa matruh,31.3525,27.2453,302.26,61,0,6.17,EG,1718296248
474,springfield,37.2153,-93.2982,302.42,67,0,5.14,US,1718295808
475,erenhot,43.6475,111.9767,291.44,42,30,4.67,CN,1718296249
476,ibipeba,-11.6408,-42.0111,303.12,31,6,5.32,BR,1718296250
477,yanykurgan,43.915,67.2481,299.64,27,0,6.1,KZ,1718296251
478,muang phonsavan,19.45,103.2167,292.85,99,100,0.75,LA,1718296252
479,hakui,36.8833,136.7833,294.64,84,0,1.36,JP,1718296254
480,nordholz,53.7833,8.6,288.61,75,100,3.75,DE,1718296255
481,banda aceh,5.5577,95.3222,300.93,78,71,4.79,ID,1718296256
482,chikhli,20.35,76.25,302.94,57,90,2.7,IN,1718296257
483,oppdal,62.5943,9.6912,285.85,65,96,6.05,NO,1718296258
484,burg auf fehmarn,54.4333,11.2,287.62,73,99,6.38,DE,1718296259
485,korba,22.35,82.6833,306.33,40,48,2.98,IN,1718296259
486,skipton,53.9614,-2.0168,285.61,92,100,5.03,GB,1718296260
487,altai,46.3722,96.2583,286.48,59,100,0.84,MN,1718296260
488,champerico,14.3,-91.9167,302.45,88,100,4.95,GT,1718296260
489,catalina,32.5056,-110.9211,308.09,13,99,0.45,US,1718296154
490,kismayo,-0.3582,42.5454,298.93,77,25,7.2,SO,1718296262
491,zhangjiakou,40.81,114.8794,294.17,47,100,1.81,CN,1718296262
492,kzyltu,53.6364,72.3414,294.07,70,98,2.86,KZ,1718296263
493,tanout,14.9709,8.8879,312.78,15,7,1.84,NE,1718296263
494,quiindy,-25.9667,-57.2667,304.51,32,69,8.15,PY,1718296264
495,santo antonio do ica,-3.1022,-67.9397,300.77,90,65,1.25,BR,1718296265
496,magadan,59.5667,150.8,284.56,88,7,0.56,RU,1718296265
497,nagqu,31.5,92.0,280.68,77,87,3.09,CN,1718296266
498,alofi,-19.0595,-169.9187,298.09,88,17,2.57,NU,1718296266
499,necochea,-38.5473,-58.7368,292.17,89,100,3.58,AR,1718296194
500,persembe,41.0656,37.7714,298.83,81,1,1.32,TR,1718296268
501,save,8.0425,2.486,302.84,64,89,3.25,BJ,1718296268
502,mossel bay,-34.1831,22.146,287.11,83,13,3.23,ZA,1718296269
503,victorica,-36.2151,-65.4359,293.71,42,100,7.13,AR,1718296270
504,mbandaka,0.0487,18.2603,300.16,60,97,1.87,CD,1718296271
505,nueva palestina,15.8,-92.75,295.89,95,100,0.41,MX,1718296271
506,yaren,-0.5472,166.916,302.01,71,63,4.55,NR,1718296272
507,puerto baquerizo moreno,-0.9,-89.6,298.7,65,20,4.63,EC,1718296060
508,veraval,20.9,70.3667,303.0,79,5,6.47,IN,1718296273
509,gaimersheim,48.807,11.368,292.1,40,40,2.06,DE,1718296273
510,kalmunai,7.4167,81.8167,301.66,74,100,2.26,LK,1718296274
511,yanchep,-31.55,115.6833,286.45,78,81,2.74,AU,1718296274
512,tehuitzingo,16.9408,-99.1719,300.68,76,98,1.97,MX,1718296275
513,paramonga,-10.6667,-77.8333,293.43,73,66,4.53,PE,1718296275
514,porto novo,6.4965,2.6036,304.05,71,58,3.96,BJ,1718296276
515,yeniseysk,58.4497,92.1703,291.45,67,16,1.34,RU,1718296276
516,khuzdar,27.7384,66.6434,304.64,27,73,5.15,PK,1718296277
517,hampton bays,40.869,-72.5176,298.87,76,0,5.66,US,1718296278
518,yerofey pavlovich,53.9667,121.9667,284.08,76,50,1.37,RU,1718296278
519,byron bay,-28.65,153.6167,281.88,83,26,4.21,AU,1718296279
520,borinskoye,52.4569,39.3713,296.13,87,9,3.11,RU,1718296279
521,la ronge,55.1001,-105.2842,285.29,87,100,2.57,CA,1718296280
522,rikaze,29.25,88.8833,289.33,44,3,2.35,CN,1718296280
523,nar'yan-mar,67.6713,53.087,288.77,64,100,4.92,RU,1718296281
524,sisimiut,66.9395,-53.6735,276.29,68,10,2.02,GL,1718296281
525,trujillo,-8.116,-79.03,292.13,82,75,4.12,PE,1718296086
526,dickinson,29.4608,-95.0513,307.11,78,75,3.6,US,1718296283
527,kedougou,12.5579,-12.1743,310.47,44,40,3.09,SN,1718296283
528,bulford,51.1893,-1.7601,286.02,84,75,7.72,GB,1718296284
529,aykhal,66.0,111.5,282.35,92,100,9.0,RU,1718296284
530,tegueste,28.5167,-16.3167,294.07,76,75,8.05,ES,1718296288
531,longmen,24.9597,118.0889,298.49,96,100,1.33,CN,1718296289
532,wad az zaki,14.4619,32.2065,309.06,26,95,4.7,SD,1718296289
533,thunder bay,48.4001,-89.3168,294.14,64,40,3.6,CA,1718296173
534,metlili chaamba,32.2667,3.6333,308.67,21,0,5.66,DZ,1718296290
535,richards bay,-28.783,32.0377,293.42,73,57,2.73,ZA,1718296291
536,cuyo,10.8525,121.0086,301.54,76,100,1.51,PH,1718296291
537,conception bay south,47.4999,-52.9981,291.23,79,20,8.39,CA,1718296292
538,butwal,27.7006,83.4484,306.33,13,0,2.87,NP,1718296292
539,crane,31.3974,-102.3501,305.27,45,0,5.86,US,1718296293
540,sao vicente,-23.9631,-46.3919,303.86,58,0,2.24,BR,1718296293
541,rumbek,6.802,29.6912,299.96,68,41,1.66,SS,1718296294
542,madang,-5.2246,145.7966,297.22,93,67,1.89,PG,1718296294
543,athlone,53.4333,-7.95,288.26,82,77,7.31,IE,1718296295
544,xiamen,24.4798,118.0819,299.96,100,75,1.0,CN,1718296295
545,paracuru,-3.41,-39.0306,303.77,63,34,5.93,BR,1718296056
546,toumodi,6.5613,-5.0158,300.85,79,71,2.75,CI,1718296296
547,penzance,50.1186,-5.5371,287.53,86,98,7.64,GB,1718296297
548,huanren,41.2647,125.3667,289.84,98,98,2.17,CN,1718296298
549,port macquarie,-31.4333,152.9167,283.65,76,98,4.58,AU,1718296298
550,san agustin de valle fertil,-30.6335,-67.4682,302.59,7,80,18.97,AR,1718296298
551,belmonte,-15.8631,-38.8828,299.46,71,38,3.38,BR,1718296299
552,kangding,30.0513,101.9603,288.47,98,100,1.32,CN,1718296299
553,lionel town,17.8101,-77.2406,306.09,64,95,6.44,JM,1718296300
554,cadale,2.7603,46.3222,299.44,82,45,7.72,SO,1718296300
555,bovalino,38.149,16.174,299.09,60,68,5.08,IT,1718296301
556,zhanaozen,43.3,52.8,302.11,37,25,7.13,KZ,1718296301
557,selfoss,63.9331,-20.9971,287.62,69,100,5.79,IS,1718296302
558,onguday,50.75,86.15,286.36,93,45,0.83,RU,1718296302
559,port blair,11.6667,92.75,301.17,89,40,3.6,IN,1718296303
560,mahina,-17.5065,-149.489,297.02,78,20,2.06,PF,1718296303
561,twon-brass,4.3151,6.2418,300.72,79,41,5.11,NG,1718296304
562,isoka,-10.1606,32.6335,287.39,64,2,1.31,ZM,1718296305
563,pueblo nuevo,23.3833,-105.3833,297.6,37,38,2.55,MX,1718296305
564,dwarka,22.2394,68.9678,302.68,81,0,6.43,IN,1718296306
565,upata,8.0086,-62.3989,303.09,57,100,3.01,VE,1718296307
566,orkney,-26.9802,26.6727,287.6,30,0,2.21,ZA,1718296308
567,tomatlan,19.9333,-105.25,306.25,44,94,3.34,MX,1718296308
568,sao martinho,39.5144,-9.1311,293.87,73,59,4.02,PT,1718296026
569,cozumel,20.5083,-86.9458,306.19,70,75,4.12,MX,1718296310
570,newcastle,-32.9272,151.7765,286.88,74,75,3.09,AU,1718296087
571,mar del plata,-38.0023,-57.5575,296.16,73,75,7.2,AR,1718296186
572,grand falls-windsor,48.9332,-55.6649,291.76,71,87,2.68,CA,1718296312
573,paoua,7.2427,16.4406,302.77,49,56,3.84,CF,1718296312
574,sona,45.4388,10.8255,296.25,46,20,2.06,IT,1718296313
575,vila do maio,15.1333,-23.2167,301.59,85,48,9.26,CV,1718296314
576,reggane,26.7158,0.1714,318.16,6,0,5.05,DZ,1718296315
577,rucava,56.1585,21.1619,289.1,69,97,3.01,LV,1718296315
